,Customer Name,Date,Ratings,Review Title,Review,Sentiment_Score,index,Review_Time,Month,Year
140,Pooja Devlekar,Reviewed in India on 12 July 2020,5.0 out of 5 stars,Loved it!!,  Best muesli i ever had. Tastes too good. Not very sweet.. as in no added artificial sugar.. best part that is.. and it's just as they promised!!,pos,141,2020-07-12,7,2020
141,Shiv Shankar Ash,Reviewed in India on 12 July 2020,5.0 out of 5 stars,Good taste,"  Good taste, the product is fresh with high amount of dry fruits. I recommend to launch 1 kg saver packs like other competitors.",pos,142,2020-07-12,7,2020
142,Navi,Reviewed in India on 11 July 2020,5.0 out of 5 stars,The Perfect Start to the Day!!,  This is one brand that hasn’t compromised on it’s quality by adding cornflakes. That’s something am super happy about 😊.The mix of cereals and fruits n nuts are perfect. The chia seeds are a good addition. The quality has been as good as it was initially. Good flavour. The packaging is excellent too.,pos,143,2020-07-11,7,2020
143,Sushsmitha,Reviewed in India on 11 July 2020,5.0 out of 5 stars,"Little bit Costly, But make my Day..",  It's really tasty and adds flavour to my regular tasteless Oats along with fruits and Jaggery.Being a regular user I feel its price (MRP) could've been less.. hope they'll do something good for Bachelors like me..The product is very fresh and adds jinx to my boring Breakfast..,pos,144,2020-07-11,7,2020
144,Juhi Shirkar,Reviewed in India on 11 July 2020,4.0 out of 5 stars,Too yummy,"  Very good product, it taste very yummy. You can go for it.",pos,145,2020-07-11,7,2020
145,pranav chaturvedi,Reviewed in India on 10 July 2020,4.0 out of 5 stars,Good Product But,"  The product is good, nice flavor and priced a bit on higher side. The only thing which needs to be addressed is the amount of sugar inside the museli.If it can be removed completely, the product will certainly get 5 Stars from me.",pos,146,2020-07-10,7,2020
146,Puneeth Kumar V.,Reviewed in India on 9 July 2020,4.0 out of 5 stars,Good product,  Good for daily breakfast,neu,147,2020-07-09,7,2020
147,Duaa J.,Reviewed in India on 9 July 2020,1.0 out of 5 stars,Not satified,  Not atleast content shown on package berries are in pacakage,neu,148,2020-07-09,7,2020
148,Meghali bezbaruah,Reviewed in India on 9 July 2020,5.0 out of 5 stars,Go for it!!!,"  Healthy, wholesome breakfast.Mild flavouring.Excellent quality.",neu,149,2020-07-09,7,2020
149,Amazon Customer,Reviewed in India on 8 July 2020,5.0 out of 5 stars,Yummy breakfast option !! ♥️,"  It's yummy , with or without sweetner ♥️👌🏾",pos,150,2020-07-08,7,2020
150,vasudha,Reviewed in India on 8 July 2020,5.0 out of 5 stars,Its yummy,  my fav. breakfast❤️,neu,151,2020-07-08,7,2020
151,AWADHESH KUMAR Singh,Reviewed in India on 8 July 2020,2.0 out of 5 stars,Not as shown in picture,  I have had better,neu,152,2020-07-08,7,2020
152,Pooja Devlekar,Reviewed in India on 7 July 2020,4.0 out of 5 stars,Very NIce flavour and taste,  Much better than other counterparts brand,neu,153,2020-07-07,7,2020
153,Shiv Shankar Ash,Reviewed in India on 7 July 2020,4.0 out of 5 stars,Awesome Product,  Yoga bar is one of the my favorite breakfastBecause it is sooo tasty and healthy breakfast.You are going to gym so you absolutely take this product,pos,154,2020-07-07,7,2020
154,Dinesh Goyal,Reviewed in India on 6 July 2020,5.0 out of 5 stars,Great Taste with less sugar,"  This product has a great mix of flax, chia and pumpkin seeds, little less of cranberry.Earlier I preferred Baggrys Fruit and Nut, but after trying Yogabar found it extra sweet.So now using a mix of Baggrys and Yogabar.",neu,155,2020-07-06,7,2020
155,ROHIT K.,Reviewed in India on 6 July 2020,5.0 out of 5 stars,Nice product,"  I was ordered set of three, its a Very nice packaging, all dry fruits in one product ,value for money.",pos,156,2020-07-06,7,2020
156,mahesh prabhudesai,Reviewed in India on 5 July 2020,5.0 out of 5 stars,Healthy and tasty,  Vey healthy,neu,157,2020-07-05,7,2020
157,Juhi YAGNIK,Reviewed in India on 5 July 2020,5.0 out of 5 stars,It's tasty,  Really tasty ! And healthy,neu,158,2020-07-05,7,2020
158,PRASHANTH S.,Reviewed in India on 4 July 2020,5.0 out of 5 stars,Omg;!!!,  The flavour is just mind blowing the moment I opened the pack it was like strawberry milkshake then I treid eating barely n omg it's just awesome u have chia n flax seeds my fav n healthy just best brkfast also many things rich in protein as whoever work-out,pos,159,2020-07-04,7,2020
159,Shushant,Reviewed in India on 3 July 2020,5.0 out of 5 stars,👍👍👍,  👍👍👍,neu,160,2020-07-03,7,2020
160,MNR,Reviewed in India on 2 July 2020,1.0 out of 5 stars,Yogabar is downgraded the Quality,  It does not have berries and nuts only grains which is very sad.Overall it was not at all tasting good as it was used to be earlier.,neu,161,2020-07-02,7,2020
161,PBhullar,Reviewed in India on 2 July 2020,4.0 out of 5 stars,Good.,  Better than many others.,neu,162,2020-07-02,7,2020
162,Ankita Kar,Reviewed in India on 2 July 2020,4.0 out of 5 stars,Good,  The product is good. Just didn't like the artificial flavour.,neu,163,2020-07-02,7,2020
163,Khandekar Arefuz zaman,Reviewed in India on 1 July 2020,3.0 out of 5 stars,Low Standard,"  I won't buy again.. Ingredients are not up to the mark.. Taste & Flavor doesn't has standard.. In this price, we can't expect premium quality..",neu,164,2020-07-01,7,2020
164,Pooja Devlekar,Reviewed in India on 30 June 2020,5.0 out of 5 stars,Yogabar keep up the good work!,  Loved it!,pos,165,2020-06-30,6,2020
165,Shiv Shankar Ash,Reviewed in India on 30 June 2020,4.0 out of 5 stars,Good product,"  Awesome,what a delicious product",pos,166,2020-06-30,6,2020
166,Rusty,Reviewed in India on 29 June 2020,2.0 out of 5 stars,2 stars product,  Did not like it much. Go for Good DIet meusli.  Better than this one.,pos,167,2020-06-29,6,2020
167,Webknight,Reviewed in India on 29 June 2020,5.0 out of 5 stars,Better taste and quality,  I ordered yoga bar muesli after reading the reviews and comparing it with other brands.It contains seeds and fruits along with grains.The taste is really good and different than other mueslis. Price is reasonable too.Gonna try the other variants in future.,neu,168,2020-06-29,6,2020
168,Soumya Gowda,Reviewed in India on 29 June 2020,5.0 out of 5 stars,Best,  Good product,neu,169,2020-06-29,6,2020
169,Ravi Singh,Reviewed in India on 28 June 2020,5.0 out of 5 stars,Buy it without any doubt,  Very nice muesli.Better than other brands.Value for money. Quantity of seeds and dry fruits is also good and flavour is natural . Go for it without any doubt.,pos,170,2020-06-28,6,2020
170,veeresh,Reviewed in India on 28 June 2020,5.0 out of 5 stars,Good yami testi,  Good yami testi,neu,171,2020-06-28,6,2020
171,Ashanand ,Reviewed in India on 26 June 2020,5.0 out of 5 stars,Perfect Breakfast,  It’s really gud !,neu,172,2020-06-26,6,2020
172,chinmai,Reviewed in India on 26 June 2020,5.0 out of 5 stars,Good quality,  Pls try to provide these with some discounts so that it is affordable to everyone.. I love this product very much that I started advertising/sharing in personal 😂 so I deserve more discount 😂🤣,pos,173,2020-06-26,6,2020
173,Rahul Pawar,Reviewed in India on 25 June 2020,5.0 out of 5 stars,My baby love it,  I gave this to my baby n he love it as there are dry fruits n nuts on it...,neu,174,2020-06-25,6,2020
174,Arpitha Reddy,Reviewed in India on 24 June 2020,5.0 out of 5 stars,Yogabar is the best✌️,  Easy n Yummy breakfast without sugar n of course with a whole lot of goodies.Thank u Yogabar for this museli hope you guys won't compromise with the quality in d near future👍,pos,175,2020-06-24,6,2020
175,Amazon Customer,Reviewed in India on 24 June 2020,1.0 out of 5 stars,not satisfied,  flevor is not gud .......not like by my son......waste of money ....,neu,176,2020-06-24,6,2020
176,Pooja Devlekar,Reviewed in India on 23 June 2020,5.0 out of 5 stars,Crunchy and flavorful,"  Great flavors, generous inclusion of dried fruits and seeds. Crunchiest muesli with an amazing fresh aroma and packaging.",pos,177,2020-06-23,6,2020
177,Shiv Shankar Ash,Reviewed in India on 23 June 2020,5.0 out of 5 stars,Vvvv,  Hhhb,neu,178,2020-06-23,6,2020
178,Alok Priyadarshi,Reviewed in India on 23 June 2020,3.0 out of 5 stars,Average,  It was average.........I would still stick to Kellogg's muesli,neu,179,2020-06-23,6,2020
179,Krishna,Reviewed in India on 23 June 2020,5.0 out of 5 stars,Rich and tasty,  Value for money,neu,180,2020-06-23,6,2020
180,PR,Reviewed in India on 23 June 2020,5.0 out of 5 stars,"good product, reasonable price",  overall good and this is an economic pack compared to 400gms pact and other vendor products.,neu,181,2020-06-23,6,2020
181,Tanmoy Panja,Reviewed in India on 22 June 2020,4.0 out of 5 stars,The most tasty muslie I've ever had.,  This is a worth money product.,neu,182,2020-06-22,6,2020
182,Ajay Gera,Reviewed in India on 22 June 2020,5.0 out of 5 stars,Great healthy breakfast alternative,"  I have been having Kellogg's Muesli, wanted to try this one.. Though priced similarly to Kellogg's this much is much better with all the nuts and nutritious seeds. Definitely value for money.",pos,183,2020-06-22,6,2020
183,Dipika Shroff,Reviewed in India on 22 June 2020,5.0 out of 5 stars,Soooper combination of nutrients,"  Nice taste and healthy...Packed with nutritions and ""zero trans fat""",neu,184,2020-06-22,6,2020
184,vijay,Reviewed in India on 22 June 2020,5.0 out of 5 stars,Wholesome,  Very healthy and wholesome for your breakfast tummy.,neu,185,2020-06-22,6,2020
185,chaitanya,Reviewed in India on 22 June 2020,5.0 out of 5 stars,Amazing,  Amazing love to have again filling your tummy well.,pos,186,2020-06-22,6,2020
186,Amazon Customer,Reviewed in India on 22 June 2020,1.0 out of 5 stars,West of money,  I don't like test,neu,187,2020-06-22,6,2020
187,Ravindra Kontham,Reviewed in India on 21 June 2020,5.0 out of 5 stars,Healthy meal for the day.,"  A best meal to start your day with with misxture of proten, vitamins, complex carbs and healthy fats fats with seeds. I would rate it 9/10 its just that its certainly high in cost in proportion of quantity. If quantity was given as per requirement it would be 10/10.",pos,188,2020-06-21,6,2020
188,Pooja Devlekar,Reviewed in India on 21 June 2020,2.0 out of 5 stars,not happy,  Not happy ... it doesn't has much nuts and it's not that tasty that I thought,neu,189,2020-06-21,6,2020
189,Shiv Shankar Ash,Reviewed in India on 20 June 2020,5.0 out of 5 stars,Value for money,  Flavour with whole good seeds,neu,190,2020-06-20,6,2020
190,Aleena Xavier,Reviewed in India on 20 June 2020,4.0 out of 5 stars,Muesli review,"  I like the flavour and it tastes good. Out of various muesli brand that I have tried, I like yogabar muesli the most as it has a mix of nuts and seeds. The seeds and nuts together gives a crunchy experience. I am going to buy it again. What I don't like about it is the carbohydrate content in each serving. It's quite high when compared to protein content and I guess my main purpose for which I switched to muesli (i.e., weight loss) is not gonna be of great help in this regard.",pos,191,2020-06-20,6,2020
191,A sif,Reviewed in India on 20 June 2020,1.0 out of 5 stars,Quality degraded,"  This the second time I bought this product,last time it was flavourful,but this time it doesn't have any flavour,and the quantity of beaten rice is more.charging higher price for such quality of product. This time it was the muesli was moist.",neu,192,2020-06-20,6,2020
192,paridhi j.,Reviewed in India on 20 June 2020,5.0 out of 5 stars,good product,  tastes good,neu,193,2020-06-20,6,2020
193,avichal,Reviewed in India on 19 June 2020,5.0 out of 5 stars,Makes for a joyous breakfast.,"  This is the best muesli I've had so far. Full of nuts, seeds and dried fruits, it is wholesome, filling and very, very tasty. Moreover, it has jaggery instead of processed sugar that makes it all the more nutritious.",neu,194,2020-06-19,6,2020
194,Latila,Reviewed in India on 19 June 2020,5.0 out of 5 stars,Yogi bar,  Expensive than similar product by other companies,neu,195,2020-06-19,6,2020
195,Aditya,Reviewed in India on 19 June 2020,5.0 out of 5 stars,Yummm!,  Fell in love with flavour.Has everything and it’s so crunchy,pos,196,2020-06-19,6,2020
196,Aditya dev,Reviewed in India on 19 June 2020,5.0 out of 5 stars,Great taste,  Great taste,pos,197,2020-06-19,6,2020
197,Parul s.,Reviewed in India on 19 June 2020,2.0 out of 5 stars,Not upto the mark,  Tasteless and the fruity smell is intolerable . Smells like a fruit deo or soap,neu,198,2020-06-19,6,2020
198,Nik,Reviewed in India on 18 June 2020,4.0 out of 5 stars,Amazing assortment of nutrition 😍😍,  The delivery was timely and the product is excellent. Would recommend it to everyone who wishes to loose weight or try something better than cornflakes.,pos,199,2020-06-18,6,2020
199,Joy M.,Reviewed in India on 16 June 2020,5.0 out of 5 stars,Very gud,  I have been purchasing it for my family over a long period...it is far far far better than than other....at least you must have try it for once so that you will purchase it in regular basis,neu,200,2020-06-16,6,2020
200,Pooja Devlekar,Reviewed in India on 16 June 2020,5.0 out of 5 stars,Good,  Good,neu,201,2020-06-16,6,2020
201,Shiv Shankar Ash,Reviewed in India on 15 June 2020,5.0 out of 5 stars,Amazing Product!!! Must buy,  This product is a bowl full of healthy ingredients. Must buy...value for money and taste.,neu,202,2020-06-15,6,2020
202,Amazon Customer,Reviewed in India on 14 June 2020,5.0 out of 5 stars,Worth every penny!,  Very healthy breakfast option. All ingredients are clearly mentioned and they use jaggery instead of refined sugar which is very good. This is by far the best Muesli that i have tried. Will definitely buy again.,pos,203,2020-06-14,6,2020
203,Oliver,Reviewed in India on 14 June 2020,5.0 out of 5 stars,Looking for healthy breakfast? Here you go,  It has a strawberry smell. Healthy and light for brkfst . I ate even in evening 😂,pos,204,2020-06-14,6,2020
204,Hanna ,Reviewed in India on 14 June 2020,5.0 out of 5 stars,Super,  Very nice product. Especially love the re-sealable bag. 👌,pos,205,2020-06-14,6,2020
205,Anand,Reviewed in India on 14 June 2020,5.0 out of 5 stars,good,  tasty along with healthy,neu,206,2020-06-14,6,2020
