S.No.,Customer Name,Date,Ratings,Review Title,Review,Review_Time,Month,Year,index,Ratingsint,Word_Length,Character_Length,,Helpful Votes,test ,
117,Shiv Shankar Ash,Reviewed in India on 20 July 2020,3.0 out of 5 stars,Not good,  Not good flavor.. mostly sugar coated and less dried fruits,20-07-20,July,2020,118,3,10,61,,          Helpful,0.00E+00,
118,Bijal c.,Reviewed in India on 20 July 2020,3.0 out of 5 stars,Good but costly,  Costly,20-07-20,July,2020,119,3,1,8,,          Helpful,0.00E+00,
119,Gursharan,Reviewed in India on 19 July 2020,4.0 out of 5 stars,Smell,  I don't like the smell,19-07-20,July,2020,120,4,5,24,,          Helpful,0.00E+00,
120,Amazon Customer,Reviewed in India on 19 July 2020,5.0 out of 5 stars,Great,  Good one... I have finished both of them.. I am going to repurchase... My dad and mom also likes this,19-07-20,July,2020,121,5,20,103,,          Helpful,0.00E+00,
121,Thelma,Reviewed in India on 19 July 2020,5.0 out of 5 stars,Good Quality and Awesome taste,"  This muesli is really awesome, you should try ones. Filled with seeds and flavour is really far better than other muesli. Packaging is also air tight, which helps a lot  if you dont tranfer it in a jar.",19-07-20,July,2020,122,5,38,204,,          Helpful,0.00E+00,
122,Amina khan,Reviewed in India on 19 July 2020,5.0 out of 5 stars,The Best,"  One of the most yummy muesli I have ever had. Be it's flavour, fragrance and most importantly it's ingredients, everything is just awesome. If yogabar will maintain its quality as it is, I will be your regular customer for sure. Keep up the good work!",19-07-20,July,2020,123,5,45,253,,          Helpful,0.00E+00,
123,Devendra,Reviewed in India on 19 July 2020,4.0 out of 5 stars,Good,  I like this product,19-07-20,July,2020,124,4,4,21,,          Helpful,0.00E+00,
124,Manmath Kumar Behera,Reviewed in India on 18 July 2020,5.0 out of 5 stars,Excellent Product ! Go for it!,  Delivers what is promised on the package. Lot of dried fruits. Excellent product.,18-07-20,July,2020,125,5,13,83,,          Helpful,0.00E+00,
125,Rashi,Reviewed in India on 18 July 2020,5.0 out of 5 stars,Good,  Good for breakfast with milk.,18-07-20,July,2020,126,5,5,31,,          Helpful,0.00E+00,
126,Shivam Kumar,Reviewed in India on 16 July 2020,4.0 out of 5 stars,Worth it,  Worth the money,16-07-20,July,2020,127,4,3,17,,          Helpful,0.00E+00,
127,Apurva,Reviewed in India on 16 July 2020,5.0 out of 5 stars,What's seen outside is real,"  one of the only products to use real fruits insideconaining strawberry, almonds ,nuts, reisns and many more....extremely healthy",16-07-20,July,2020,128,5,18,130,,          Helpful,0.00E+00,
128,Pooja Devlekar,Reviewed in India on 15 July 2020,5.0 out of 5 stars,Good product,  Nice for a breakfast meal,15-07-20,July,2020,129,5,5,27,,          Helpful,0.00E+00,
129,Shiv Shankar Ash,Reviewed in India on 15 July 2020,5.0 out of 5 stars,Best muesli till date.,  I recommend all to try this. Its the best muesli ever.,15-07-20,July,2020,130,5,11,56,,          Helpful,0.00E+00,
130,Chakravarty D,Reviewed in India on 14 July 2020,5.0 out of 5 stars,V good,  My daughter loves it. Will order again.,14-07-20,July,2020,131,5,7,41,,          Helpful,0.00E+00,
131,Suraj Mishra,Reviewed in India on 14 July 2020,5.0 out of 5 stars,Good un taste,  Worth the money .. enjoy eating with oast as topping,14-07-20,July,2020,132,5,10,54,,          Helpful,0.00E+00,
132,Rk,Reviewed in India on 14 July 2020,4.0 out of 5 stars,Great product,"  Quality, package and taste. All tick boxes checked.",14-07-20,July,2020,133,4,8,53,,          Helpful,0.00E+00,
133,RJ,Reviewed in India on 14 July 2020,5.0 out of 5 stars,Good product at reasonable price,  Value for money,14-07-20,July,2020,134,5,3,17,,          Helpful,0.00E+00,
134,Dhanya V S,Reviewed in India on 14 July 2020,5.0 out of 5 stars,Good one. Happy to purchase.,  One of the best breakfast options specially for the once who doesn't have much time in the morning. This has more pumpkin seeds and chia than any other seeds and nuts.,14-07-20,July,2020,135,5,31,169,,          Helpful,0.00E+00,
135,Amazon Customer,Reviewed in India on 13 July 2020,1.0 out of 5 stars,Complacent,"  They have now almost stopped adding apricot and cranberry. Initially, the product was great and ingredients were generously added. Now, it seems they think they have established themselves. Hence the degradation of quality.",13-07-20,July,2020,136,1,33,225,,          Helpful,0.00E+00,
136,Shouvik D.,Reviewed in India on 13 July 2020,5.0 out of 5 stars,Healthy yet delicious!,  Was looking for a healthy yet delicious breakfast since a while!This has to be hands down one of the best.It's yummy and makes me feel pretty energetic throughout the morning.,13-07-20,July,2020,137,5,30,177,,          Helpful,0.00E+00,
137,Anil Debata,Reviewed in India on 13 July 2020,4.0 out of 5 stars,Good one,  ideal for breakfast. tasted good. will surely recommend this .,13-07-20,July,2020,138,4,10,64,,          Helpful,0.00E+00,
138,Shruti,Reviewed in India on 13 July 2020,5.0 out of 5 stars,Highly recommend,"  I absolutely loved it..highly recommend buying it..it is the perfect mix of all nuts,seeds...mix it once before each use..has strong strawberry fragrance.",13-07-20,July,2020,139,5,22,156,,          Helpful,0.00E+00,
139,Chandreshmangaroliya,Reviewed in India on 13 July 2020,4.0 out of 5 stars,Not worth the cost paid.,  It is priced too high.,13-07-20,July,2020,140,4,5,24,,          Helpful,0.00E+00,
140,Pooja Devlekar,Reviewed in India on 12 July 2020,5.0 out of 5 stars,Loved it!!,  Best muesli i ever had. Tastes too good. Not very sweet.. as in no added artificial sugar.. best part that is.. and it's just as they promised!!,12-07-20,July,2020,141,5,27,146,,          Helpful,0.00E+00,
141,Shiv Shankar Ash,Reviewed in India on 12 July 2020,5.0 out of 5 stars,Good taste,"  Good taste, the product is fresh with high amount of dry fruits. I recommend to launch 1 kg saver packs like other competitors.",12-07-20,July,2020,142,5,23,129,,          Helpful,0.00E+00,
142,Navi,Reviewed in India on 11 July 2020,5.0 out of 5 stars,The Perfect Start to the Day!!,  This is one brand that hasn’t compromised on it’s quality by adding cornflakes. That’s something am super happy about 😊.The mix of cereals and fruits n nuts are perfect. The chia seeds are a good addition. The quality has been as good as it was initially. Good flavour. The packaging is excellent too.,11-07-20,July,2020,143,5,53,303,,          Helpful,0.00E+00,
143,Sushsmitha,Reviewed in India on 11 July 2020,5.0 out of 5 stars,"Little bit Costly, But make my Day..",  It's really tasty and adds flavour to my regular tasteless Oats along with fruits and Jaggery.Being a regular user I feel its price (MRP) could've been less.. hope they'll do something good for Bachelors like me..The product is very fresh and adds jinx to my boring Breakfast..,11-07-20,July,2020,144,5,47,279,,          Helpful,0.00E+00,
144,Juhi Shirkar,Reviewed in India on 11 July 2020,4.0 out of 5 stars,Too yummy,"  Very good product, it taste very yummy. You can go for it.",11-07-20,July,2020,145,4,12,60,,          Helpful,0.00E+00,
145,pranav chaturvedi,Reviewed in India on 10 July 2020,4.0 out of 5 stars,Good Product But,"  The product is good, nice flavor and priced a bit on higher side. The only thing which needs to be addressed is the amount of sugar inside the museli.If it can be removed completely, the product will certainly get 5 Stars from me.",10-07-20,July,2020,146,4,43,232,,          Helpful,0.00E+00,
146,Puneeth Kumar V.,Reviewed in India on 9 July 2020,4.0 out of 5 stars,Good product,  Good for daily breakfast,09-07-20,July,2020,147,4,4,26,,          Helpful,0.00E+00,
147,Duaa J.,Reviewed in India on 9 July 2020,1.0 out of 5 stars,Not satified,  Not atleast content shown on package berries are in pacakage,09-07-20,July,2020,148,1,10,62,,          Helpful,0.00E+00,
148,Meghali bezbaruah,Reviewed in India on 9 July 2020,5.0 out of 5 stars,Go for it!!!,"  Healthy, wholesome breakfast.Mild flavouring.Excellent quality.",09-07-20,July,2020,149,5,5,65,,          Helpful,0.00E+00,
149,Amazon Customer,Reviewed in India on 8 July 2020,5.0 out of 5 stars,Yummy breakfast option !! ♥️,"  It's yummy , with or without sweetner ♥️👌🏾",08-07-20,July,2020,150,5,8,44,,          Helpful,0.00E+00,
150,vasudha,Reviewed in India on 8 July 2020,5.0 out of 5 stars,Its yummy,  my fav. breakfast❤️,08-07-20,July,2020,151,5,3,21,,          Helpful,0.00E+00,
151,AWADHESH KUMAR Singh,Reviewed in India on 8 July 2020,2.0 out of 5 stars,Not as shown in picture,  I have had better,08-07-20,July,2020,152,2,4,19,,          Helpful,0.00E+00,
152,Pooja Devlekar,Reviewed in India on 7 July 2020,4.0 out of 5 stars,Very NIce flavour and taste,  Much better than other counterparts brand,07-07-20,July,2020,153,4,6,43,,          Helpful,0.00E+00,
153,Shiv Shankar Ash,Reviewed in India on 7 July 2020,4.0 out of 5 stars,Awesome Product,  Yoga bar is one of the my favorite breakfastBecause it is sooo tasty and healthy breakfast.You are going to gym so you absolutely take this product,07-07-20,July,2020,154,4,26,149,,          Helpful,0.00E+00,
154,Dinesh Goyal,Reviewed in India on 6 July 2020,5.0 out of 5 stars,Great Taste with less sugar,"  This product has a great mix of flax, chia and pumpkin seeds, little less of cranberry.Earlier I preferred Baggrys Fruit and Nut, but after trying Yogabar found it extra sweet.So now using a mix of Baggrys and Yogabar.",06-07-20,July,2020,155,5,38,220,,          Helpful,0.00E+00,
155,ROHIT K.,Reviewed in India on 6 July 2020,5.0 out of 5 stars,Nice product,"  I was ordered set of three, its a Very nice packaging, all dry fruits in one product ,value for money.",06-07-20,July,2020,156,5,20,104,,          Helpful,0.00E+00,
156,mahesh prabhudesai,Reviewed in India on 5 July 2020,5.0 out of 5 stars,Healthy and tasty,  Vey healthy,05-07-20,July,2020,157,5,2,13,,"One person found this helpful

          Helpful",1.00E+00,
157,Juhi YAGNIK,Reviewed in India on 5 July 2020,5.0 out of 5 stars,It's tasty,  Really tasty ! And healthy,05-07-20,July,2020,158,5,5,28,,"One person found this helpful

          Helpful",1.00E+00,
158,PRASHANTH S.,Reviewed in India on 4 July 2020,5.0 out of 5 stars,Omg;!!!,  The flavour is just mind blowing the moment I opened the pack it was like strawberry milkshake then I treid eating barely n omg it's just awesome u have chia n flax seeds my fav n healthy just best brkfast also many things rich in protein as whoever work-out,04-07-20,July,2020,159,5,49,260,,          Helpful,0.00E+00,
159,Shushant,Reviewed in India on 3 July 2020,5.0 out of 5 stars,👍👍👍,  👍👍👍,03-07-20,July,2020,160,5,1,5,,          Helpful,0.00E+00,
160,MNR,Reviewed in India on 2 July 2020,1.0 out of 5 stars,Yogabar is downgraded the Quality,  It does not have berries and nuts only grains which is very sad.Overall it was not at all tasting good as it was used to be earlier.,02-07-20,July,2020,161,1,27,134,,          Helpful,0.00E+00,
161,PBhullar,Reviewed in India on 2 July 2020,4.0 out of 5 stars,Good.,  Better than many others.,02-07-20,July,2020,162,4,4,26,,          Helpful,0.00E+00,
162,Ankita Kar,Reviewed in India on 2 July 2020,4.0 out of 5 stars,Good,  The product is good. Just didn't like the artificial flavour.,02-07-20,July,2020,163,4,10,63,,          Helpful,0.00E+00,
163,Khandekar Arefuz zaman,Reviewed in India on 1 July 2020,3.0 out of 5 stars,Low Standard,"  I won't buy again.. Ingredients are not up to the mark.. Taste & Flavor doesn't has standard.. In this price, we can't expect premium quality..",01-07-20,July,2020,164,3,25,145,,"One person found this helpful

          Helpful",1.00E+00,
164,Pooja Devlekar,Reviewed in India on 30 June 2020,5.0 out of 5 stars,Yogabar keep up the good work!,  Loved it!,30-06-20,June,2020,165,5,2,11,,          Helpful,0.00E+00,
165,Shiv Shankar Ash,Reviewed in India on 30 June 2020,4.0 out of 5 stars,Good product,"  Awesome,what a delicious product",30-06-20,June,2020,166,4,4,34,,          Helpful,0.00E+00,
166,Rusty,Reviewed in India on 29 June 2020,2.0 out of 5 stars,2 stars product,  Did not like it much. Go for Good DIet meusli.  Better than this one.,29-06-20,June,2020,167,2,14,71,,          Helpful,0.00E+00,
167,Webknight,Reviewed in India on 29 June 2020,5.0 out of 5 stars,Better taste and quality,  I ordered yoga bar muesli after reading the reviews and comparing it with other brands.It contains seeds and fruits along with grains.The taste is really good and different than other mueslis. Price is reasonable too.Gonna try the other variants in future.,29-06-20,June,2020,168,5,41,258,,          Helpful,0.00E+00,
168,Soumya Gowda,Reviewed in India on 29 June 2020,5.0 out of 5 stars,Best,  Good product,29-06-20,June,2020,169,5,2,14,,          Helpful,0.00E+00,
169,Ravi Singh,Reviewed in India on 28 June 2020,5.0 out of 5 stars,Buy it without any doubt,  Very nice muesli.Better than other brands.Value for money. Quantity of seeds and dry fruits is also good and flavour is natural . Go for it without any doubt.,28-06-20,June,2020,170,5,28,160,,"3 people found this helpful

          Helpful",3.00E+00,
170,veeresh,Reviewed in India on 28 June 2020,5.0 out of 5 stars,Good yami testi,  Good yami testi,28-06-20,June,2020,171,5,3,17,,          Helpful,0.00E+00,
171,Ashanand ,Reviewed in India on 26 June 2020,5.0 out of 5 stars,Perfect Breakfast,  It’s really gud !,26-06-20,June,2020,172,5,4,19,,          Helpful,0.00E+00,
172,chinmai,Reviewed in India on 26 June 2020,5.0 out of 5 stars,Good quality,  Pls try to provide these with some discounts so that it is affordable to everyone.. I love this product very much that I started advertising/sharing in personal 😂 so I deserve more discount 😂🤣,26-06-20,June,2020,173,5,34,194,,          Helpful,0.00E+00,
173,Rahul Pawar,Reviewed in India on 25 June 2020,5.0 out of 5 stars,My baby love it,  I gave this to my baby n he love it as there are dry fruits n nuts on it...,25-06-20,June,2020,174,5,19,77,,          Helpful,0.00E+00,
174,Arpitha Reddy,Reviewed in India on 24 June 2020,5.0 out of 5 stars,Yogabar is the best✌️,  Easy n Yummy breakfast without sugar n of course with a whole lot of goodies.Thank u Yogabar for this museli hope you guys won't compromise with the quality in d near future👍,24-06-20,June,2020,175,5,32,176,,          Helpful,0.00E+00,
175,Amazon Customer,Reviewed in India on 24 June 2020,1.0 out of 5 stars,not satisfied,  flevor is not gud .......not like by my son......waste of money ....,24-06-20,June,2020,176,1,12,70,,          Helpful,0.00E+00,
